总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
56.0,6228,黄陂 武湖 ,宜居花园,3室2厅1厨1卫,高楼层 (共33层),89.92㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-12,商品房,2020-03-13,普通住宅,满两年,非共有,"
                                有抵押 35万元
                              ",已上传房本照片,202307135c8NC
64.0,6923,黄陂 武湖 三至四环,万安盛世年华二期,3室2厅1厨2卫,中楼层 (共17层),92.45㎡,平层,71.6㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,2023-07-23,商品房,2014-06-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230727S3ySL
77.0,8181,黄陂 盘龙城 三至四环,盘龙理想城,3室2厅1厨1卫,高楼层 (共27层),94.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-02,商品房,2019-11-08,普通住宅,满两年,非共有,"
                                有抵押 49万元 农行 业主自还
                              ",已上传房本照片,20230902CBVHJ
63.0,6161,黄陂 盘龙城 三至四环,珩生领袖城,3室1厅1厨1卫,高楼层 (共15层),102.26㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,2023-11-22,商品房,2020-11-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231122OfLRS
76.8,8052,黄陂 盘龙城 三至四环,鼎鑫摩卡小镇,3室2厅1厨1卫,低楼层 (共33层),95.39㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-11,商品房,2021-02-23,普通住宅,满两年,共有,"
                                有抵押 53万元 光大银行 业主自还
                              ",已上传房本照片,20230911ZAmNA
52.0,5913,黄陂 盘龙城 三至四环,澜桥康城,2室2厅1厨1卫,中楼层 (共5层),87.95㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2023-06-16,商品房,2017-06-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230906WDhNj
48.2,7957,黄陂 盘龙城 ,名流人和天地五期,2室1厅1厨1卫,高楼层 (共18层),60.58㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-10,商品房,2019-09-12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231111sLwrx
75.0,7536,黄陂 盘龙城 三至四环,天汇龙城二期,3室2厅1厨1卫,中楼层 (共16层),99.53㎡,平层,80㎡,板楼,东南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-09-24,商品房,2018-09-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230924l1AB0
75.0,8895,黄陂 盘龙城 ,中城时代二期,3室2厅1厨2卫,中楼层 (共6层),84.32㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,暂无数据,2023-11-23,商品房,2020-12-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210115LVGk5
65.0,7514,黄陂 盘龙城 三至四环,汉口湖畔,2室2厅1厨1卫,中楼层 (共25层),86.51㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-11-20,商品房,2016-08-25,普通住宅,满五年,共有,"
                                有抵押 15万元 公积金，中国银行江汉支行 业主自还
                              ",已上传房本照片,20201015jXHQZ
63.8,7537,黄陂 盘龙城 ,天汇龙城龙湖苑,2室1厅1厨1卫,低楼层 (共33层),84.65㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-07,商品房,2021-11-12,普通住宅,满两年,非共有,"
                                有抵押 36万元
                              ",已上传房本照片,20210326qoIf6
74.0,7487,黄陂 盘龙城 四环外,天汇龙城三期,3室1厅1厨1卫,高楼层 (共33层),98.85㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2023-11-18,商品房,2021-07-15,普通住宅,满两年,共有,"
                                有抵押 50万元 中国银行 客户偿还
                              ",已上传房本照片,20210805UWGww
70.0,7573,黄陂 盘龙城 三至四环,珩生领袖城,3室2厅1厨1卫,高楼层 (共11层),92.44㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯八户,有,暂无数据,2023-05-02,商品房,2019-10-16,普通住宅,满两年,非共有,"
                                有抵押 40万元 平安
                              ",已上传房本照片,20230503C7eg5
70.0,8034,黄陂 盘龙城 三至四环,珑璟轩,2室2厅1厨1卫,中楼层 (共29层),87.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-11,商品房,2020-10-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231111dPIUt
45.0,13486,黄陂 盘龙城 三至四环,汉飞向上城,3室2厅1厨2卫,中楼层 (共5层),33.37㎡,跃层,26.09㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-10-09,商品房,2014-09-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210427ONPUv	
80.0,8936,黄陂 盘龙城 ,日月山水西区,2室2厅1厨1卫,中楼层 (共11层),89.53㎡,平层,74.87㎡,板楼,南 北,钢混结构,毛坯,一梯两户,有,暂无数据,2022-10-14,商品房,2017-05-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20221020Rwbe5
68.0,7103,黄陂 盘龙城 ,F阳光城,2室2厅1厨1卫,中楼层 (共24层),95.74㎡,平层,75㎡,塔楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-06-27,商品房,2019-05-28,普通住宅,满两年,共有,"
                                有抵押 77万元 客户偿还
                              ",已上传房本照片,202103253mgfe
59.0,4098,黄陂 盘龙城 ,未来海岸,3室2厅1厨2卫,中楼层 (共4层),144㎡,平层,132.22㎡,板楼,东 东南,钢混结构,其他,暂无数据,无,暂无数据,2023-08-25,商品房,2013-07-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201110R8Hb2
58.0,6402,黄陂 盘龙城 三至四环,奥莱汇,2室2厅1厨1卫,低楼层 (共31层),90.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-10-10,商品房,2017-03-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202310189eS7S
13.8,3625,黄陂 黄陂其它 ,金寓,1室1厅1厨1卫,低楼层 (共24层),38.07㎡,平层,29.37㎡,塔楼,东南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-02,商品房,2016-06-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230601twNbg
62.0,6709,黄陂 盘龙城 三至四环,珩生领袖城,2室2厅1厨1卫,高楼层 (共18层),92.42㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-10-17,商品房,2017-12-20,普通住宅,满五年,非共有,"
                                有抵押 40万元 金融公司垫资
                              ",已上传房本照片,20231017Tjqk9
60.0,6495,黄陂 盘龙城 ,F阳光城,2室2厅1厨1卫,高楼层 (共17层),92.39㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,2023-05-24,商品房,2019-05-26,普通住宅,满两年,非共有,"
                                有抵押 30万元 工商银行 业主自还
                              ",已上传房本照片,2023052620v7Z
55.0,6570,黄陂 盘龙城 三至四环,名流人和天地六期,2室2厅1厨1卫,高楼层 (共18层),83.72㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-08-21,商品房,2018-01-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220821tFvI8
45.0,5864,黄陂 盘龙城 ,天玺花园,2室1厅1厨1卫,低楼层 (共5层),76.75㎡,平层,58.57㎡,板楼,南 北,钢混结构,毛坯,暂无数据,无,暂无数据,2023-08-22,商品房,2017-12-09,普通住宅,满五年,非共有,"
                                有抵押 18万元 平安 业主自还
                              ",已上传房本照片,20230822C6pDy
49.0,5714,黄陂 盘龙城 ,名流人和天地三期,2室2厅1厨1卫,高楼层 (共11层),85.76㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,暂无数据,2023-11-21,商品房,2023-03-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231127coL77
65.0,6778,黄陂 盘龙城 三至四环,汉飞洋房印象,3室2厅1厨2卫,低楼层 (共7层),95.91㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,暂无数据,2023-04-16,商品房,2020-06-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,	202009080oB7D
71.0,7525,黄陂 盘龙城 三至四环,歌林花园,2室2厅1厨1卫,高楼层 (共18层),94.36㎡,平层,76.92㎡,板楼,南,钢混结构,简装,两梯六户,有,暂无数据,2023-02-23,商品房,2011-07-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2023031567842
73.0,6616,黄陂 盘龙城 三至四环,名流人和天地六期,3室2厅1厨1卫,高楼层 (共33层),110.35㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,2023-10-26,商品房,2021-11-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
20231019UeCc3 "
63.8,6663,黄陂 盘龙城 三至四环,汉飞洋房印象,3室2厅1厨2卫,中楼层 (共7层),95.76㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,暂无数据,2023-08-31,商品房,2020-10-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20201108gDUTo
77.0,7170,黄陂 武湖 四环外,清能正荣府,3室2厅1厨2卫,高楼层 (共34层),107.4㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-20,商品房,2023-09-05,普通住宅,未满两年,非共有,"
                                有抵押 35万元 业主自还
                              ",已上传房本照片,20230906bBoXa
49.0,7245,黄陂 盘龙城 ,名流人和天地五期,2室2厅1厨1卫,中楼层 (共32层),67.64㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯五户,有,暂无数据,2023-04-05,商品房,2021-09-14,普通住宅,满两年,非共有,"
                                有抵押 15万元 工商银行 业主自还
                              ",已上传房本照片,20220702C0veE
74.0,8408,黄陂 盘龙城 ,汉口湖畔三期,2室2厅1厨1卫,高楼层 (共22层),88.02㎡,平层,66.62㎡,板楼,东南,钢混结构,精装,三梯七户,有,暂无数据,2023-10-20,商品房,2017-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,	202310207y7pI
77.0,6882,黄陂 盘龙城 三至四环,新力帝泊湾,3室1厅1厨2卫,高楼层 (共13层),111.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-07-22,商品房,2022-07-22,普通住宅,未满两年,非共有,"
                                有抵押 52万元 汉口银行 客户偿还
                              ",已上传房本照片,20220722ZovXL
68.8,7819,黄陂 盘龙城 三至四环,万博玖珑湾,3室2厅1厨1卫,中楼层 (共11层),88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-08-12,商品房,2023-03-13,普通住宅,未满两年,共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片,20230814m0qJu
76.0,7865,黄陂 武湖 三至四环,南德长江城,3室2厅1厨1卫,低楼层 (共31层),96.64㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-12-07,商品房,2023-05-05,普通住宅,未满两年,非共有,"
                                有抵押 65万元
                              ",已上传房本照片,202307143uNwr
60.0,6535,黄陂 盘龙城 ,名流人和天地五期,2室2厅1厨1卫,中楼层 (共24层),91.82㎡,平层,71㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-03-28,商品房,2016-05-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220402OvfAV
52.0,6198,黄陂 盘龙城 三至四环,名流人和天地六期,2室2厅1厨1卫,中楼层 (共30层),83.91㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯五户,有,暂无数据,2023-10-15,商品房,2023-10-13,普通住宅,未满两年,非共有,"
                                有抵押 20万元 中国银行 业主自还
                              ",已上传房本照片,20231015iPnP8
67.0,6155,黄陂 黄陂其它 ,天纵云湖湾,3室2厅1厨2卫,中楼层 (共11层),108.87㎡,平层,暂无数据,板楼,南,框架结构,精装,暂无数据,暂无数据,暂无数据,2023-07-15,商品房,2023-04-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230621mNidF
41.0,4837,黄陂 盘龙城 ,未来海岸,2室2厅1厨1卫,高楼层 (共6层),84.78㎡,平层,84.78㎡,板楼,南,钢混结构,精装,一梯两户,有,暂无数据,2023-11-24,商品房,2015-05-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2023112520I1k
78.0,6729,黄陂 盘龙城 三至四环,恒大名都,3室2厅1厨2卫,低楼层 (共32层),115.92㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯四户,有,暂无数据,2023-01-29,商品房,2015-09-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230129nNqAs
80.0,6776,黄陂 盘龙城 三至四环,恒大名都,3室2厅1厨2卫,中楼层 (共32层),118.07㎡,平层,92.21㎡,板楼,西 北,钢混结构,精装,两梯四户,有,暂无数据,2023-10-01,商品房,2016-03-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220727wUGWv
55.0,7122,黄陂 盘龙城 三至四环,F学府,2室2厅1厨1卫,低楼层 (共14层),77.23㎡,平层,64.22㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-05,商品房,2015-01-12,普通住宅,满五年,共有,"
                                有抵押 6万元 中信 客户偿还
                              ",已上传房本照片,	20231005Rc2gA
63.0,6760,黄陂 盘龙城 三至四环,歌林花园,2室1厅1厨1卫,低楼层 (共23层),93.2㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯六户,有,暂无数据,2021-03-12,商品房,2021-04-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210624EqMxN
65.0,6354,黄陂 盘龙城 ,盘龙新天地一期,3室2厅1厨1卫,低楼层 (共11层),102.31㎡,平层,暂无数据,板塔结合,北 南,钢混结构,其他,一梯两户,有,暂无数据,2023-05-28,商品房,2018-09-12,普通住宅,满五年,共有,"
                                有抵押 50万元 工商银行 业主自还
                              ",已上传房本照片,20230531xcfAH
37.0,11082,黄陂 盘龙城 三至四环,汉飞向上城,3室2厅1厨2卫,低楼层 (共3层),33.39㎡,复式,26.09㎡,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-09-17,商品房,2012-11-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200105lpxxR
63.0,6696,黄陂 盘龙城 三至四环,恒达·盘龙湾荷苑,3室2厅1厨1卫,高楼层 (共32层),94.09㎡,平层,73.18㎡,塔楼,东南 南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-04-19,商品房,2023-04-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202304195Oa6s
75.0,8324,黄陂 盘龙城 三至四环,巢上城锦园,3室1厅1厨1卫,中楼层 (共32层),90.11㎡,平层,75㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-11,商品房,2016-06-21,普通住宅,满五年,非共有,"
                                有抵押 36万元 未知 客户偿还
                              ",已上传房本照片,20220728cslbQ
73.0,8292,黄陂 盘龙城 三至四环,天汇龙城,2室2厅1厨1卫,低楼层 (共32层),88.04㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-05-05,商品房,2021-08-21,普通住宅,满两年,共有,"
                                有抵押 20万元 交通银行 金融公司垫资
                              ",已上传房本照片,20230510JiVNM
75.0,7232,黄陂 盘龙城 三至四环,恒大龙城,3室2厅1厨1卫,高楼层 (共11层),103.72㎡,平层,80.43㎡,板楼,南 北,钢混结构,精装,一梯四户,有,暂无数据,2022-04-06,商品房,2021-12-07,普通住宅,满两年,非共有,"
                                有抵押 15万元 业主自还
                              ",已上传房本照片,20220407bkZ3G
80.0,8265,黄陂 武湖 三至四环,天纵时代天樾,3室2厅1厨1卫,中楼层 (共33层),96.8㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-03,商品房,2023-06-05,普通住宅,未满两年,非共有,"
                                有抵押 73万元
                              ",已上传房本照片,20230607ruvdQ
63.0,7366,黄陂 盘龙城 三至四环,恒达·盘龙湾荷苑,2室2厅1厨1卫,低楼层 (共33层),85.53㎡,平层,65.1㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-03-28,商品房,2023-03-14,普通住宅,未满两年,非共有,"
                                有抵押 25万元 25 金融公司垫资
                              ",已上传房本照片,20230328qqW2i
72.0,6699,黄陂 黄陂其它 三至四环,北辰蔚蓝城市,3室2厅1厨2卫,高楼层 (共15层),107.49㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-26,商品房,2022-09-20,普通住宅,未满两年,共有,"
                                有抵押 35万元 0/0000000000 客户偿还
                              ",已上传房本照片,20230917fuRn7
42.0,7077,黄陂 盘龙城 三至四环,美景天城,2室1厅1厨1卫,中楼层 (共30层),59.35㎡,平层,47.39㎡,板楼,东南,钢混结构,简装,三梯八户,有,暂无数据,2023-09-24,商品房,2014-01-10,普通住宅,满五年,共有,"
                                有抵押 1万元 业主自还
                              ",已上传房本照片,20231005gANsk
63.0,7347,黄陂 盘龙城 三至四环,恒达·盘龙湾荷苑,2室2厅1厨1卫,中楼层 (共33层),85.75㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-17,商品房,2023-11-16,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221221hOQtu
59.0,6765,黄陂 武湖 ,联投汉口郡二期,2室2厅1厨1卫,低楼层 (共33层),87.22㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-12-15,商品房,2020-08-13,普通住宅,满两年,共有,"
                                暂无数据
                              ",已上传房本照片,202103268sp4y
53.5,5623,黄陂 盘龙城 ,盘龙新天地一期,2室2厅1厨1卫,中楼层 (共6层),95.16㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2024-01-10,商品房,2020-09-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20210119eavaH
59.0,6499,黄陂 盘龙城 三至四环,澜桥康城,2室2厅1厨1卫,中楼层 (共5层),90.79㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,无,暂无数据,2024-01-09,商品房,2019-05-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202401107j97x
76.0,6990,黄陂 武湖 四环外,清能正荣府,3室2厅1厨2卫,高楼层 (共34层),108.74㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-12-17,商品房,2022-10-18,普通住宅,未满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,202310318ni00
66.0,7280,黄陂 盘龙城 三至四环,鼎鑫摩卡小镇,2室2厅1厨1卫,中楼层 (共11层),90.66㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,有,暂无数据,2023-12-29,商品房,2022-05-22,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20240103AZC1u
18.0,3012,黄陂 汉口北 三至四环,汉口北1号公馆,1室1厅1厨1卫,低楼层 (共28层),59.78㎡,平层,44.38㎡,塔楼,南,钢混结构,简装,三梯二十二户,有,暂无数据,2023-12-11,商品房,2021-10-12,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231014ESkBe
40.0,11987,黄陂 盘龙城 三至四环,汉飞向上城,3室2厅1厨2卫,中楼层 (共5层),33.37㎡,复式,暂无数据,板楼,东南,钢混结构,其他,暂无数据,无,暂无数据,2024-01-12,商品房,2022-01-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20240113KwBU8
80.0,8145,黄陂 盘龙城 三至四环,天纵城,3室2厅1厨1卫,中楼层 (共33层),98.22㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-12-27,商品房,2023-05-01,普通住宅,未满两年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,20231107yrQ0t
80.0,8089,黄陂 盘龙城 三至四环,天汇龙城二期,3室1厅1厨1卫,低楼层 (共16层),98.9㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,有,暂无数据,2024-01-04,商品房,2020-12-17,普通住宅,满两年,非共有,"
                                有抵押 50万元 平安银行 金融公司垫资
                              ",已上传房本照片,20220712GFyQ0
59.0,6711,黄陂 盘龙城 三至四环,F绿岛,2室2厅1厨1卫,低楼层 (共14层),87.92㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯六户,有,暂无数据,2023-12-18,商品房,2017-05-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231219w07Yx
40.0,11987,黄陂 盘龙城 三至四环,汉飞向上城,3室2厅1厨2卫,中楼层 (共5层),33.37㎡,复式,暂无数据,板楼,东南,钢混结构,其他,暂无数据,无,暂无数据,2024-01-12,商品房,2022-01-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20240113uWFBd
80.0,6975,黄陂 盘龙城 三至四环,恒大名都,3室2厅1厨1卫,高楼层 (共32层),114.71㎡,平层,87.61㎡,板楼,北 南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-04,商品房,2017-05-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231207leZkD
55.0,6177,黄陂 盘龙城 ,名流人和天地三期,2室2厅1厨1卫,中楼层 (共11层),89.05㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,暂无数据,2023-12-18,商品房,2020-01-01,普通住宅,满两年,非共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,20231219ffYWV
72.0,5954,黄陂 盘龙城 ,名流人和天地三期,3室2厅1厨2卫,中楼层 (共11层),120.94㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,暂无数据,2023-12-27,商品房,2013-03-01,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,2023120675Cai
70.0,7823,黄陂 盘龙城 三至四环,恒大龙城,2室2厅1厨1卫,低楼层 (共15层),89.49㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯五户,有,暂无数据,2024-01-10,商品房,2020-08-18,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230214Oh2Wb
58.0,6019,黄陂 盘龙城 三至四环,汉飞洋房印象,3室1厅1厨1卫,中楼层 (共7层),96.37㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,有,暂无数据,2023-12-27,商品房,2017-06-15,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,20231008VkJZD
80.0,6456,黄陂 盘龙城 三至四环,恒大龙城,3室1厅1厨2卫,低楼层 (共15层),123.92㎡,平层,95.78㎡,板塔结合,东南,钢混结构,精装,两梯四户,有,暂无数据,2024-01-10,商品房,2020-10-27,普通住宅,满两年,共有,"
                                有抵押 40万元 工商银行 业主自还
                              ",已上传房本照片,20230618vtDfJ
62.0,7671,黄陂 盘龙城 ,汉口湖畔三期,2室1厅1厨1卫,低楼层 (共21层),80.83㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯六户,有,暂无数据,2024-01-03,商品房,2019-10-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220517YFHeI
