总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
122.0,9081,沌口开发区 沌口 ,人信奥林花园冠军苑,3室1厅1厨2卫,低楼层 (共12层),134.35㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,四梯两户,有,暂无数据,2023-10-05,商品房,2017-06-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202104080eP0Q 
92.0,6986,沌口开发区 沌口 ,佳和馨居,3室2厅1厨2卫,高楼层 (共6层),131.7㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2021-03-26,商品房,2007-12-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210326UqSBr
91.0,8027,沌口开发区 沌口 ,绿岛花园,3室1厅1厨2卫,中楼层 (共6层),113.37㎡,错层,102.97㎡,塔楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-04-15,商品房,2013-06-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230516AYitB
35.0,11575,沌口开发区 沌口 三至四环,碧桂园泰富城,2室1厅1厨1卫,中楼层 (共19层),30.24㎡,复式,暂无数据,塔楼,南,钢混结构,精装,八梯十六户,有,暂无数据,2023-09-24,商品房,2019-10-18,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231007Ch1yW	
100.0,8768,沌口开发区 沌口 ,博学华府,3室2厅1厨2卫,高楼层 (共27层),114.06㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯六户,有,暂无数据,2023-11-07,商品房,2017-11-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201012WJ50O
87.0,8447,沌口开发区 沌口 ,东风阳光城三期,3室2厅1厨1卫,低楼层 (共6层),103㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-02-17,商品房,2017-09-11,普通住宅,满五年,共有,"
                                有抵押 50万元 招行 客户偿还
                              ",已上传房本照片,20200528jdST0 
98.0,10446,沌口开发区 沌口 ,金色港湾四期,2室2厅1厨1卫,高楼层 (共11层),93.82㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2021-09-01,商品房,2009-01-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210902WmM6w
83.0,10443,沌口开发区 沌口 三至四环,观澜高尔夫公馆,2室2厅1厨1卫,高楼层 (共34层),79.48㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-02-16,商品房,2018-02-01,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,20230218ZVAUm
125.0,8464,沌口开发区 沌口 ,香格里居,4室2厅1厨2卫,中楼层 (共5层),147.7㎡,平层,132.48㎡,板楼,南 北,钢混结构,毛坯,暂无数据,无,暂无数据,2023-09-10,商品房,2016-11-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230910yWwDj
38.0,10006,沌口开发区 沌口 三至四环,碧桂园泰富城,2室1厅1厨1卫,高楼层 (共19层),37.98㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,八梯十一户,有,暂无数据,2023-10-02,商品房,2020-07-24,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230810JflOm
87.0,6477,沌口开发区 沌口 ,普天居贤院,3室2厅1厨2卫,高楼层 (共6层),134.33㎡,平层,105.62㎡,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2022-05-02,商品房,2006-04-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202205026rxuG
100.0,8183,沌口开发区 沌口 ,东风阳光城三期,3室2厅1厨2卫,低楼层 (共6层),122.21㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-09-01,商品房,2006-11-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230901NwT31
80.0,8385,沌口开发区 沌口 四环外,港湾江城,3室2厅1厨1卫,高楼层 (共32层),95.41㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-15,商品房,2019-11-15,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230410D4FTh
108.0,12205,沌口开发区 沌口 二至三环,海伦春天四期,3室1厅1厨1卫,中楼层 (共33层),88.49㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-03-12,商品房,2020-05-06,普通住宅,满两年,非共有,"
                                有抵押 65万元 邮政银行 客户偿还
                              ",已上传房本照片,202303155eWdR
38.0,7707,沌口开发区 沌口 三至四环,摩根空间,2室1厅1厨2卫,高楼层 (共19层),49.31㎡,暂无数据,暂无数据,塔楼,北 南,钢混结构,精装,两梯十四户,有,暂无数据,2020-12-07,商品房,2018-04-24,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201209UjVle
120.0,9947,沌口开发区 沌口 三至四环,嘎纳印象,4室1厅1厨2卫,中楼层 (共32层),120.65㎡,平层,94.95㎡,板楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2021-12-13,商品房,2015-07-21,普通住宅,满五年,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,20200604ohhb9
129.0,10311,沌口开发区 沌口 ,金色港湾四期,3室2厅1厨2卫,中楼层 (共11层),125.11㎡,平层,106.23㎡,板楼,南 北,钢混结构,精装,一梯两户,有,暂无数据,2023-05-17,商品房,2021-03-25,普通住宅,满两年,非共有,"
                                有抵押 122万元 经营贷 业主自还
                              ",已上传房本照片,20220717w16bj
58.0,6150,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨2卫,高楼层 (共23层),94.31㎡,平层,暂无数据,板楼,东南,钢混结构,毛坯,两梯六户,有,暂无数据,2023-04-18,商品房,2021-09-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220730N78nb
99.0,7764,沌口开发区 沌口 ,美好愿景·香榭丽舍,3室2厅1厨2卫,低楼层 (共6层),127.52㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-07-11,商品房,2005-07-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230716xbVG5
115.0,9226,沌口开发区 沌口 ,蔡家馨苑,3室2厅1厨2卫,高楼层 (共20层),124.66㎡,平层,暂无数据,暂无数据,东南,未知结构,精装,暂无数据,无,暂无数据,2022-11-08,拆迁还建房,2019-01-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202211084IcUD
59.9,6659,沌口开发区 沌口 四环外,实地君兰汀岸,3室2厅1厨1卫,高楼层 (共26层),89.96㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,两梯四户,有,暂无数据,2023-07-27,商品房,2020-09-18,普通住宅,满两年,非共有,"
                                有抵押 26万元 农商银行 业主自还
                              ",已上传房本照片,20230729EBLkb
113.0,10715,沌口开发区 沌口 ,泰合百花公园,3室2厅1厨2卫,低楼层 (共6层),105.46㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2022-12-04,商品房,2006-12-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202212068Fm9x
40.0,7490,沌口开发区 沌口 三至四环,海天幸福小城,1室1厅1厨1卫,中楼层 (共18层),53.41㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有,暂无数据,2023-03-07,商品房,2017-05-31,普通住宅,满五年,非共有,"
                                有抵押 28万元 农业 业主自还
                              ",已上传房本照片,20200520bQcq8
82.0,11000,沌口开发区 沌口 三至四环,湘隆时代大公馆,2室2厅1厨1卫,中楼层 (共6层),74.55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯二十四户,有,暂无数据,2023-05-29,商品房,2013-11-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230529fQaHR
55.0,6481,沌口开发区 沌口 ,世纪阳光花园,2室1厅1厨1卫,低楼层 (共7层),84.87㎡,平层,74.1㎡,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2021-08-30,商品房,2011-08-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210830i8eAg
80.0,9136,沌口开发区 沌口 ,泰合百花公园,2室2厅1厨2卫,高楼层 (共6层),87.57㎡,平层,78.02㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-05-07,商品房,2009-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220823oQrD2
95.0,9960,沌口开发区 沌口 ,宁康园,2室2厅1厨1卫,中楼层 (共6层),95.39㎡,平层,暂无数据,塔楼,南 北,砖混结构,简装,暂无数据,无,暂无数据,2022-12-12,商品房,2003-11-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220606Ow00n
60.0,6036,沌口开发区 沌口 ,滨湖社区,2室1厅1厨1卫,低楼层 (共6层),99.42㎡,平层,87.95㎡,塔楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2021-08-29,商品房,2016-04-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200928NNkmQ	
126.0,11318,沌口开发区 沌口 三至四环,金色港湾双湖泊岸,3室1厅1厨1卫,低楼层 (共32层),111.33㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-02-23,商品房,2016-12-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230223g2gvL
113.0,7460,沌口开发区 沌口 ,人信·奥林苑,4室2厅1厨2卫,中楼层 (共7层),151.49㎡,错层,135.86㎡,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-04-02,商品房,2009-06-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20191225EoC3e
113.0,10950,沌口开发区 沌口 ,博学华府,3室2厅1厨2卫,低楼层 (共27层),103.2㎡,平层,82.44㎡,板楼,东南,钢混结构,精装,两梯六户,有,暂无数据,2020-04-30,商品房,2016-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200510seUc4
88.0,9572,沌口开发区 沌口 ,水木清华,2室1厅1厨1卫,中楼层 (共9层),91.94㎡,平层,74.86㎡,板楼,南 北,钢混结构,其他,一梯两户,有,暂无数据,2023-08-25,商品房,2010-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202308214HFg7
46.0,6862,沌口开发区 沌口 ,枫桦苇岸,2室1厅1厨1卫,中楼层 (共18层),67.04㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2022-09-15,商品房,2020-09-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220915V0H6B
46.0,13586,沌口开发区 沌口 ,人信奥林花园冠军苑,1室1厅1厨1卫,中楼层 (共11层),33.86㎡,复式,暂无数据,板塔结合,南 北,钢混结构,精装,一梯七户,有,暂无数据,2023-08-16,商品房,2021-06-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231019Yr1gD
108.0,10829,沌口开发区 沌口 ,金色港湾四期,2室2厅1厨1卫,低楼层 (共11层),99.74㎡,平层,86.35㎡,板楼,东南,钢混结构,精装,一梯三户,有,暂无数据,2022-01-11,商品房,2008-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220112AyJ5H
45.0,6722,沌口开发区 沌口 ,枫桦苇岸,2室1厅1厨1卫,低楼层 (共18层),66.95㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-10-01,商品房,2019-09-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200725j46yd
59.0,7605,沌口开发区 沌口 ,枫桦苇岸,2室2厅1厨1卫,低楼层 (共18层),77.59㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-31,限价商品房,2018-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200508AAZcG
66.0,10381,沌口开发区 沌口 ,东风阳光城三期,2室1厅1厨1卫,中楼层 (共6层),63.58㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2022-03-30,商品房,2018-01-22,普通住宅,满五年,非共有,"
                                有抵押 62万元 银行 客户偿还
                              ",已上传房本照片,20200730lB6CD
78.0,9254,沌口开发区 沌口 三至四环,观澜外校城,3室1厅1厨1卫,高楼层 (共28层),84.29㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-09-17,商品房,2019-03-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200918GBAiC	
112.0,12339,沌口开发区 沌口 三至四环,联投金色港湾,3室2厅1厨1卫,高楼层 (共33层),90.77㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2023-07-07,商品房,2017-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230710hAfGr
45.0,4724,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨1卫,高楼层 (共33层),95.27㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-09-16,商品房,2023-02-14,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230928hrijT
22.0,9591,沌口开发区 沌口 三至四环,金色港湾MIMI空间,2室2厅1厨1卫,中楼层 (共21层),22.94㎡,复式,暂无数据,板楼,南,钢混结构,精装,四梯三十三户,有,暂无数据,2023-11-26,商品房,2023-05-11,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231104UNTJ2
15.5,6808,沌口开发区 沌口 三至四环,金色港湾MIMI空间,1室1厅1厨1卫,中楼层 (共31层),22.77㎡,平层,15㎡,板楼,南,钢混结构,精装,两梯三十三户,有,暂无数据,2023-09-05,商品房,2023-09-06,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230907HZ2Zk
52.0,5405,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨1卫,低楼层 (共33层),96.21㎡,平层,暂无数据,板楼,东南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-09-21,商品房,2021-11-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230923CTO6q
65.0,5168,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨2卫,低楼层 (共33层),125.78㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-02-21,商品房,2022-10-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230223Au1pQ
122.0,12232,沌口开发区 沌口 ,金色港湾四期,2室2厅1厨1卫,中楼层 (共11层),99.74㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,暂无数据,2023-10-13,商品房,2007-02-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231013pvqvE
59.0,7668,沌口开发区 沌口 ,蔡家馨苑,2室2厅1厨1卫,中楼层 (共25层),76.95㎡,平层,暂无数据,暂无数据,南 北,钢混结构,毛坯,一梯五户,有,暂无数据,2023-02-25,商品房,2023-02-20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202302262cMOO
88.0,9934,沌口开发区 沌口 三至四环,金色港湾双湖泊岸,2室2厅1厨1卫,高楼层 (共32层),88.59㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,暂无数据,2023-08-22,商品房,2023-08-20,普通住宅,未满两年,非共有,"
                                有抵押 30万元 中国银行 业主自还
                              ",已上传房本照片,20230824Q41nV
98.0,11037,沌口开发区 沌口 三至四环,湘隆时代大公馆,2室2厅1厨1卫,低楼层 (共26层),88.8㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯六户,有,暂无数据,2023-05-30,商品房,2023-07-31,普通住宅,未满两年,非共有,"
                                有抵押 10万元 民生银行 业主自还
                              ",已上传房本照片,20231115vK5Yg
15.0,6588,沌口开发区 沌口 三至四环,金色港湾MIMI空间,1室1厅1厨1卫,低楼层 (共31层),22.77㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯三十三户,有,暂无数据,2023-03-05,商品房,2023-03-15,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20200905ojYrm
79.0,8098,沌口开发区 沌口 ,东方花园B区,3室2厅1厨1卫,低楼层 (共5层),97.56㎡,平层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-11,商品房,2023-10-13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220909nZXLZ
73.0,6412,沌口开发区 沌口 四环外,中建壹品澜庭,3室2厅1厨2卫,中楼层 (共32层),113.85㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-08-16,商品房,2022-04-15,普通住宅,未满两年,非共有,"
                                有抵押 72万元 广发银行 业主自还
                              ",已上传房本照片,20221220gYKfc
73.0,8262,沌口开发区 沌口 ,太子湖畔 · 星苑,2室1厅1厨1卫,低楼层 (共15层),88.36㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2023-12-23,拆迁还建房,2021-10-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202311077rqDg	
103.0,8360,沌口开发区 沌口 ,泰合百花公园,3室2厅1厨2卫,高楼层 (共6层),123.21㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-12-23,商品房,2006-11-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231224bOD0x
65.0,6940,沌口开发区 沌口 ,东风阳光城三期,3室2厅1厨1卫,高楼层 (共6层),93.67㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2024-01-15,商品房,2017-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230408g4a8g
100.0,10692,沌口开发区 沌口 三至四环,观澜高尔夫公馆,3室2厅1厨1卫,低楼层 (共34层),93.53㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-01-07,商品房,2019-03-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202401078owFq
63.5,6969,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨1卫,中楼层 (共27层),91.12㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-27,商品房,2017-01-01,普通住宅,满五年,非共有,"
                                有抵押 2万元 中国银行 业主自还
                              ",已上传房本照片,20231227KO9dm
105.8,11854,沌口开发区 沌口 ,水木清华,3室1厅1厨1卫,中楼层 (共6层),89.26㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2024-01-05,商品房,2023-11-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2024010570LPc
37.6,6380,沌口开发区 沌口 四环外,智慧车都青年城,1室1厅1厨1卫,高楼层 (共27层),58.94㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-30,商品房,2023-03-28,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231202KGhAZ
108.0,13659,沌口开发区 沌口 三至四环,联投金色港湾,2室2厅1厨1卫,中楼层 (共32层),79.07㎡,平层,60.94㎡,板塔结合,东南,钢混结构,精装,三梯六户,有,暂无数据,2024-01-06,商品房,2020-09-02,普通住宅,满两年,共有,"
                                有抵押 90万元 银行 客户偿还
                              ",已上传房本照片,20230522tV8py
60.0,4945,沌口开发区 沌口 四环外,海伦小镇,3室2厅1厨2卫,中楼层 (共33层),121.35㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-01-04,商品房,2023-12-23,普通住宅,未满两年,非共有,"
                                有抵押 56万元 农业银行 金融公司垫资
                              ",已上传房本照片,20240106HvNDR
25.0,8373,沌口开发区 沌口 三至四环,碧桂园泰富城,2室1厅1厨1卫,低楼层 (共19层),29.86㎡,平层,暂无数据,塔楼,南,钢混结构,其他,八梯二十二户,有,暂无数据,2024-01-20,商品房,2024-01-21,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230611Bi0xi
68.0,14874,沌口开发区 沌口 三至四环,联投金色港湾,1室1厅1厨1卫,高楼层 (共33层),45.72㎡,平层,暂无数据,板楼,西南,钢混结构,精装,六梯十八户,有,暂无数据,2023-11-29,商品房,2020-09-16,普通住宅,满两年,非共有,"
                                有抵押 30万元 建行
                              ",已上传房本照片,20210623Y07Lx
72.0,8296,沌口开发区 沌口 ,新新人家,2室2厅1厨1卫,低楼层 (共18层),86.79㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,暂无数据,2023-12-07,拆迁还建房,2021-02-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231020XFCjm
78.0,9634,沌口开发区 沌口 ,金色港湾四期,2室2厅1厨1卫,中楼层 (共18层),80.97㎡,平层,60.29㎡,塔楼,南,钢混结构,精装,两梯七户,有,暂无数据,2023-12-10,商品房,2015-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202204084PXXI
128.0,11901,沌口开发区 沌口 二至三环,海伦春天四期,3室2厅1厨2卫,高楼层 (共40层),107.56㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-07,商品房,2020-10-26,普通住宅,满两年,非共有,"
                                有抵押 40万元 邮政储蓄银行 客户偿还
                              ",已上传房本照片,20240119RpDGw
58.0,7538,沌口开发区 沌口 ,蔡家馨苑,2室2厅1厨1卫,低楼层 (共25层),76.95㎡,暂无数据,暂无数据,暂无数据,东南,钢混结构,精装,一梯五户,有,暂无数据,2024-01-07,拆迁还建房,2023-12-20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20240109K20ru
54.0,11727,沌口开发区 沌口 三至四环,联投金色港湾,1室1厅1厨1卫,低楼层 (共33层),46.05㎡,暂无数据,暂无数据,板楼,东南 南,钢混结构,精装,六梯十八户,有,暂无数据,2024-01-18,商品房,2019-01-18,普通住宅,满五年,共有,"
                                有抵押 29万元 公积金贷款 客户偿还
                              ",已上传房本照片,20230919o185K
75.0,8489,沌口开发区 沌口 ,太子湖畔 · 星苑,2室2厅1厨1卫,低楼层 (共15层),88.36㎡,平层,71.69㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-29,拆迁还建房,2020-12-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231201GNJB3
128.0,9774,沌口开发区 沌口 三至四环,观澜外校城,3室2厅1厨2卫,高楼层 (共28层),130.96㎡,平层,暂无数据,板楼,东南 东,钢混结构,毛坯,两梯四户,有,暂无数据,2023-12-21,商品房,2023-12-26,普通住宅,未满两年,共有,"
                                有抵押 50万元 建行 业主自还
                              ",已上传房本照片,20231227ZkUhl
105.0,10861,沌口开发区 沌口 三至四环,观澜高尔夫公馆,3室2厅1厨1卫,高楼层 (共34层),96.68㎡,平层,80㎡,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,2024-01-08,商品房,2021-10-11,普通住宅,满两年,非共有,"
                                有抵押 80万元 金融公司垫资
                              ",已上传房本照片,20230403JxS7o
89.0,7776,沌口开发区 沌口 ,君融天湖,3室2厅1厨2卫,低楼层 (共18层),114.46㎡,平层,暂无数据,板楼,东南,钢混结构,简装,三梯四户,有,暂无数据,2023-11-21,商品房,2019-08-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200103Jguyj
95.0,10369,沌口开发区 沌口 三至四环,观澜高尔夫公馆,3室1厅1厨1卫,中楼层 (共34层),91.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-01,商品房,2017-07-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231201E3b97	
