总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
45.0,6785,江汉 CBD西北湖 一至二环,香河公寓,1室1厅1厨1卫,中楼层 (共8层),66.33㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-04-30,私产,2005-04-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200721peWjc
118.0,14968,江汉 长港路 二至三环,福星城北区,2室1厅1厨1卫,中楼层 (共45层),78.84㎡,平层,暂无数据,板楼,东南,钢混结构,其他,三梯六户,有,暂无数据,2023-08-18,商品房,2020-05-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200811s0sGk
89.0,14218,江汉 前进江汉 ,济生社区,2室2厅1厨1卫,低楼层 (共9层),62.6㎡,平层,暂无数据,板楼,东南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-12,商品房,2023-06-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230714WeQkp
96.0,11030,江汉 台北香港路 一至二环,西马新村,3室1厅1厨1卫,中楼层 (共8层),87.04㎡,平层,暂无数据,塔楼,南,混合结构,简装,暂无数据,无,暂无数据,2022-03-16,商品房,2018-05-18,普通住宅,满五年,共有,"
                                有抵押 85万元 中国银行 金融公司垫资
                              ",已上传房本照片,20220316UMenm
101.0,11000,江汉 长港路 二至三环,福星城北区,2室1厅1厨1卫,高楼层 (共45层),91.82㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯六户,有,暂无数据,2023-04-24,商品房,2019-08-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202302263TjDq
37.0,9500,江汉 塔子湖 ,石桥墩还建楼,2室1厅1厨1卫,低楼层 (共8层),38.95㎡,平层,暂无数据,塔楼,东北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-01,商品房,2019-06-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230412gIkhX 
45.0,13267,江汉 新华路万达 ,大唐新都,1室1厅1厨1卫,中楼层 (共18层),33.92㎡,平层,暂无数据,塔楼,西,钢混结构,简装,两梯十二户,有,暂无数据,2023-11-25,商品房,2016-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231125REVrE
90.0,11431,江汉 常青路 一至二环,中环星干线,2室2厅1厨1卫,低楼层 (共18层),78.74㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-08-13,商品房,2019-11-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20230817TiXKf
119.0,11672,江汉 塔子湖 二至三环,汉口花园一期B区,3室2厅1厨1卫,高楼层 (共6层),101.96㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2022-02-18,商品房,2007-03-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220218TfXek
100.0,10759,江汉 常青路 一至二环,中环星干线,3室2厅1厨1卫,高楼层 (共18层),92.95㎡,平层,暂无数据,板楼,东南,钢混结构,毛坯,两梯三户,有,暂无数据,2019-03-19,商品房,2019-03-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20191231JF6MB
118.0,14433,江汉 塔子湖 二至三环,城开汉口秀园,2室1厅1厨1卫,低楼层 (共30层),81.76㎡,平层,61.76㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-06-19,商品房,2018-01-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220408VygVJ
85.0,12068,江汉 塔子湖 ,江汉人家,2室1厅1厨1卫,中楼层 (共33层),70.44㎡,平层,70.44㎡,塔楼,南,钢混结构,毛坯,三梯八户,有,暂无数据,2023-10-06,商品房,2020-07-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231006S4jxN
98.0,10827,江汉 杨汊湖 一至二环,馨苑小区,2室2厅1厨1卫,中楼层 (共7层),90.52㎡,错层,78.48㎡,塔楼,南,混合结构,精装,暂无数据,无,暂无数据,2023-08-14,商品房,2010-01-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230815k894H
62.0,11271,江汉 杨汊湖 二至三环,华苑社区,2室1厅1厨1卫,低楼层 (共7层),55.01㎡,平层,48.12㎡,板塔结合,南,混合结构,精装,暂无数据,无,暂无数据,2023-10-20,商品房,2018-03-02,普通住宅,满五年,非共有,"
                                有抵押 53万元 工商银行 金融公司垫资
                              ",已上传房本照片,2023102042vAA
100.0,11634,江汉 武广万松园 ,湖北邮电,3室1厅1厨1卫,中楼层 (共6层),85.96㎡,平层,暂无数据,板楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-06-02,房改房,2004-06-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231218CHtaQ
59.0,11499,江汉 杨汊湖 一至二环,常青四垸,1室1厅1厨1卫,低楼层 (共7层),51.31㎡,平层,44.59㎡,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-07-30,商品房,2018-07-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230508mqyD1
53.0,7674,江汉 杨汊湖 二至三环,华苑社区,2室1厅1厨1卫,高楼层 (共7层),69.07㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-06-21,商品房,1999-06-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200105IN5Gd	
53.0,19365,江汉 前进江汉 一环内,宝利金二期中央荣御,1室0厅1厨1卫,中楼层 (共33层),27.37㎡,平层,20㎡,塔楼,南,钢混结构,精装,四梯十八户,有,暂无数据,2023-04-01,商品房,2016-04-12,普通住宅,满五年,非共有,"
                                有抵押 8万元
                              ",已上传房本照片,202011145DKKf
70.0,8909,江汉 台北香港路 一至二环,西马新村,2室2厅1厨1卫,高楼层 (共8层),78.58㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-03,商品房,2010-02-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231103CnhHr
110.0,16475,江汉 武广万松园 一环内,新华明珠,2室1厅1厨1卫,中楼层 (共30层),66.77㎡,平层,暂无数据,板楼,东,钢混结构,精装,三梯七户,有,暂无数据,2023-03-18,商品房,2016-12-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20201210pEpWt
48.0,8484,江汉 汉正街 二至三环,友谊社区南区,2室1厅1厨1卫,高楼层 (共9层),56.58㎡,平层,暂无数据,板楼,东,钢混结构,简装,两梯四户,有,暂无数据,2023-10-06,商品房,2020-10-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231006s4eaa
45.0,8878,江汉 长港路 二至三环,红光小区(江汉),1室1厅1厨1卫,中楼层 (共8层),50.69㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-06-11,商品房,2006-03-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200921FBcrP
59.9,8234,江汉 CBD西北湖 一至二环,力兴花园,2室2厅1厨1卫,高楼层 (共8层),72.75㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2020-07-02,商品房,2003-06-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200115ugjJq
108.0,14874,江汉 唐家墩 二至三环,顶琇国际城,2室2厅1厨1卫,中楼层 (共46层),72.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,三梯六户,有,暂无数据,2023-09-18,商品房,2021-12-17,普通住宅,满两年,非共有,"
                                有抵押 53万元 工商银行 客户偿还
                              ",已上传房本照片,20200410ZbmKf
108.0,11539,江汉 新华路万达 一至二环,菱角湖万达广场A区,2室2厅1厨1卫,低楼层 (共27层),93.6㎡,平层,70.68㎡,塔楼,南 西,钢混结构,精装,五梯二十二户,有,暂无数据,2023-09-30,商品房,2019-06-19,普通住宅,满两年,共有,"
                                有抵押 90万元 业主自还
                              ",已上传房本照片,20230929qfPhs
73.0,16475,江汉 新华路万达 一至二环,万科圆方,2室1厅1厨1卫,中楼层 (共20层),44.31㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯二十一户,有,暂无数据,2022-10-07,商品房,2017-07-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221011LPbKc
41.5,11424,江汉 武广万松园 一至二环,天瑞国际酒店公寓,1室0厅1厨1卫,中楼层 (共30层),36.33㎡,平层,28.36㎡,塔楼,南 东,钢混结构,其他,三梯三十二户,有,暂无数据,2023-10-18,商品房,2017-10-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201112PQwyd
80.0,16853,江汉 武广万松园 一至二环,广播大院,1室1厅1厨1卫,低楼层 (共7层),47.47㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯七户,有,暂无数据,2023-05-20,商品房,2018-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230527O16vy	
57.0,11736,江汉 前进江汉 ,济生新村,1室1厅1厨1卫,低楼层 (共9层),48.57㎡,平层,暂无数据,暂无数据,南,混合结构,精装,暂无数据,暂无数据,暂无数据,2023-09-15,商品房,2004-09-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221026Owqfa
22.0,12175,江汉 前进江汉 一至二环,多闻社区维善里,1室0厅1厨1卫,高楼层 (共9层),18.07㎡,平层,暂无数据,板楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-07,房改房,2024-01-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20240114hM5DS
51.0,10016,江汉 前进江汉 一至二环,东民社区,1室1厅1厨1卫,高楼层 (共10层),50.92㎡,平层,43.2㎡,板楼,西南,混合结构,简装,暂无数据,暂无数据,暂无数据,2022-07-01,商品房,2011-06-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220705LvyK9
108.0,14874,江汉 唐家墩 二至三环,顶琇国际城,2室2厅1厨1卫,低楼层 (共46层),72.61㎡,平层,暂无数据,板楼,北,钢混结构,毛坯,三梯六户,有,暂无数据,2022-03-14,商品房,2022-08-31,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202209010LHq3
82.0,10669,江汉 长港路 二至三环,红光小区(江汉),3室1厅1厨1卫,高楼层 (共7层),76.86㎡,平层,暂无数据,板楼,西南,混合结构,精装,暂无数据,无,暂无数据,2023-12-27,商品房,2000-08-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231227FBWt8
100.0,12810,江汉 长丰常码头 ,远洋心汉口御峰,2室2厅1厨1卫,低楼层 (共34层),78.07㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯五户,有,暂无数据,2023-12-29,商品房,2021-05-29,普通住宅,满两年,共有,"
                                有抵押 25万元 业主自还
                              ",已上传房本照片,202401031cXCy
53.0,12772,江汉 新华路万达 一至二环,菱湖上品,1室1厅1厨1卫,中楼层 (共26层),41.5㎡,平层,31.32㎡,板塔结合,南,钢混结构,精装,五梯三十六户,有,暂无数据,2023-12-09,商品房,2010-11-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202312093Dle2
56.0,8738,江汉 杨汊湖 二至三环,常青二垸,2室1厅1厨1卫,中楼层 (共8层),64.09㎡,平层,暂无数据,板楼,南,混合结构,其他,四梯两户,有,暂无数据,2023-12-15,商品房,2023-12-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202312201DNYt
104.0,12588,江汉 CBD西北湖 一至二环,邮三宿舍,3室1厅1厨1卫,中楼层 (共18层),82.62㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,一梯六户,有,暂无数据,2023-12-02,房改房,2023-10-18,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231105AoJMa
39.0,7987,江汉 杨汊湖 二至三环,常青二垸,2室1厅1厨1卫,中楼层 (共8层),48.83㎡,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2024-01-06,房改房,2016-01-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220928U9q9h
96.0,13299,江汉 CBD西北湖 一至二环,富豪花园,2室1厅1厨1卫,低楼层 (共8层),72.19㎡,平层,58.59㎡,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2024-01-11,商品房,2015-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2024010959ZAU
85.0,20477,江汉 长丰常码头 ,远洋汉口公馆,1室0厅1厨1卫,中楼层 (共48层),41.51㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,2023-10-19,商品房,2022-02-16,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231019o13TY
95.0,14816,江汉 前进江汉 一至二环,泰源轻纺城,2室1厅1厨1卫,低楼层 (共28层),64.12㎡,平层,55㎡,塔楼,南 北,钢混结构,精装,四梯十七户,有,暂无数据,2023-09-24,商品房,2023-09-24,普通住宅,未满两年,非共有,"
                                有抵押 交通 业主自还
                              ",已上传房本照片,20230924jZLZf
105.0,13285,江汉 长港路 二至三环,福星城北区,2室2厅1厨1卫,低楼层 (共45层),79.04㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯六户,有,暂无数据,2023-12-17,商品房,2016-07-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221117VEIKX
69.0,11992,江汉 杨汊湖 二至三环,常青二垸,2室1厅1厨1卫,中楼层 (共5层),57.54㎡,平层,50.6㎡,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2023-12-21,商品房,2023-10-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231215DNfLQ
44.0,15676,江汉 前进江汉 一环内,宝利金国际广场,1室0厅1厨1卫,高楼层 (共34层),28.07㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,四梯二十六户,有,暂无数据,2023-12-28,商品房,2008-12-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231229P4iN5
120.0,14042,江汉 唐家墩 一至二环,唐蔡天下,2室1厅1厨1卫,低楼层 (共26层),85.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-12-15,商品房,2017-11-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220817nYVcX
92.0,9674,江汉 常青路 一至二环,香缇美景,2室2厅1厨1卫,高楼层 (共11层),95.11㎡,平层,80.02㎡,板楼,东南,钢混结构,精装,一梯两户,有,暂无数据,2023-10-27,商品房,2023-05-23,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231027gv7W4
87.0,13099,江汉 新华路万达 一至二环,沿海菱角湖壹号,2室1厅1厨1卫,高楼层 (共41层),66.42㎡,复式,暂无数据,塔楼,南,钢混结构,精装,六梯二十四户,有,暂无数据,2024-01-13,商品房,2021-12-01,商住两用,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,202010254FqR9
47.0,9395,江汉 前进江汉 ,济生新村,1室1厅1厨1卫,中楼层 (共10层),50.03㎡,平层,42.66㎡,暂无数据,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2024-01-06,商品房,2013-04-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202401062QKLp
86.0,12450,江汉 前进江汉 一至二环,舞台社区,2室1厅1厨1卫,低楼层 (共9层),69.08㎡,平层,暂无数据,塔楼,东,混合结构,简装,暂无数据,无,暂无数据,2024-01-15,私产,1999-12-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200813wHuQh
115.0,14725,江汉 长丰常码头 ,远洋心汉口御峰,2室2厅1厨1卫,中楼层 (共34层),78.1㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯五户,有,暂无数据,2023-12-19,商品房,2018-06-01,普通住宅,满五年,非共有,"
                                有抵押 52万元
                              ",已上传房本照片,20231219cax2q
35.0,9457,江汉 长港路 一至二环,威嘉白金领域,1室0厅1厨1卫,中楼层 (共13层),37.01㎡,平层,暂无数据,塔楼,北,钢混结构,简装,三梯三十六户,有,暂无数据,2024-01-04,商品房,2006-05-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240104CSSoF
100.0,13936,江汉 塔子湖 ,江汉人家,2室1厅1厨1卫,低楼层 (共33层),71.76㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,暂无数据,2024-01-16,商品房,2020-05-19,普通住宅,满两年,共有,"
                                有抵押 52万元 工商银行 客户偿还
                              ",已上传房本照片,20240116DPWXt
73.0,9912,江汉 长港路 ,银河里,2室1厅1厨1卫,中楼层 (共7层),73.65㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-11-24,商品房,2002-03-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231128LxGND
97.0,10388,江汉 常青路 一至二环,香缇美景,3室2厅1厨1卫,中楼层 (共11层),93.38㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-12-02,经济适用房,2017-03-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202312022Dwpu
68.0,14277,江汉 前进江汉 一至二环,舞台社区,2室1厅1厨1卫,中楼层 (共9层),47.63㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-12-12,商品房,2023-10-28,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231211eUsId
120.0,8840,江汉 杨汊湖 一至二环,浩海丰太花园,3室2厅1厨2卫,中楼层 (共7层),135.76㎡,错层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-12-11,商品房,2005-12-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231213pYR83
61.0,10776,江汉 武广万松园 一至二环,楚天星座公寓,1室1厅1厨1卫,中楼层 (共30层),56.61㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,六梯七户,有,暂无数据,2022-02-11,商品房,2008-08-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202202158mRpt
90.0,10915,江汉 常青路 一至二环,香缇美景,2室2厅1厨1卫,低楼层 (共11层),82.46㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2024-01-20,经济适用房,2008-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240122pfUqT
118.0,16499,江汉 台北香港路 一至二环,中国中华城,2室1厅1厨1卫,高楼层 (共31层),71.52㎡,暂无数据,暂无数据,板塔结合,西 西北,钢混结构,精装,三梯十二户,有,暂无数据,2024-01-20,商品房,2019-05-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200708SuCQt
54.0,9871,江汉 CBD西北湖 一环内,人智里,2室1厅1厨1卫,高楼层 (共8层),54.71㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-12-21,商品房,2017-11-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231204nbWA4
55.0,11555,江汉 唐家墩 ,唐蔡路71到115号,1室1厅1厨1卫,中楼层 (共7层),47.6㎡,平层,39.93㎡,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-22,商品房,2003-11-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200723qGJqh
90.0,10231,江汉 CBD西北湖 一至二环,复兴村合作住宅小区,3室1厅1厨1卫,高楼层 (共7层),87.97㎡,平层,77.86㎡,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-15,商品房,2011-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20181004UP1YT
110.0,8391,江汉 CBD西北湖 ,长乐小区,3室2厅1厨2卫,高楼层 (共7层),131.1㎡,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2023-11-26,商品房,2019-11-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200718dLXoP
105.0,14844,江汉 长港路 一至二环,民航小区,2室2厅1厨1卫,高楼层 (共7层),70.74㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-11-23,商品房,2004-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202311247bfjg
109.0,15353,江汉 长港路 一至二环,民航小区,3室2厅1厨1卫,中楼层 (共7层),71㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-11-12,房改房,2004-12-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231114OmXM6
82.0,10769,江汉 杨汊湖 ,姑嫂树社区,3室1厅1厨1卫,中楼层 (共7层),76.15㎡,平层,暂无数据,塔楼,南 北,砖混结构,其他,暂无数据,无,暂无数据,2023-11-18,房改房,2020-11-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231120cUI5m
82.0,11592,江汉 长港路 一至二环,民航小区,2室1厅1厨1卫,高楼层 (共7层),70.74㎡,平层,70.74㎡,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-11-03,商品房,2010-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240103bOvIb
110.0,10938,江汉 CBD西北湖 一至二环,复兴村合作住宅小区,2室2厅1厨1卫,中楼层 (共6层),100.57㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-11-07,商品房,2004-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231110R6NwH
108.0,9956,江汉 唐家墩 一环内,东方名园,2室2厅1厨1卫,中楼层 (共12层),108.48㎡,平层,108.48㎡,塔楼,东南,钢混结构,简装,一梯八户,有,暂无数据,2023-11-16,商品房,2016-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231117rGs3A
120.0,13275,江汉 长港路 一至二环,长春小区(江汉),2室2厅1厨1卫,低楼层 (共7层),90.4㎡,平层,77.8㎡,板楼,东南,混合结构,其他,暂无数据,无,暂无数据,2023-11-23,商品房,2009-01-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231124li0bL
85.0,15509,江汉 汉正街 二至三环,安顺佳园,1室1厅1厨1卫,低楼层 (共30层),54.81㎡,复式,暂无数据,塔楼,南,钢混结构,简装,三梯七十一户,有,暂无数据,2023-11-22,商品房,2016-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231123Q3xRo
120.0,10768,江汉 杨汊湖 二至三环,浩海小区,2室2厅1厨2卫,中楼层 (共7层),111.45㎡,错层,暂无数据,板楼,东南,钢混结构,精装,暂无数据,无,暂无数据,2023-11-15,商品房,2020-06-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220523CDPfh
72.0,10672,江汉 台北香港路 一至二环,北湖街黄菱苑,2室1厅1厨1卫,高楼层 (共7层),67.47㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-11-15,房改房,2020-07-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210712uFFXo
57.0,10651,江汉 杨汊湖 二至三环,华苑社区,1室1厅1厨1卫,中楼层 (共7层),53.52㎡,平层,48.03㎡,板塔结合,东南,混合结构,精装,暂无数据,无,暂无数据,2023-11-13,商品房,2009-11-19,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,20220727xSp4o
112.0,13860,江汉 台北香港路 ,银丰宿舍,3室1厅1厨1卫,低楼层 (共7层),80.81㎡,平层,暂无数据,板楼,南 北,未知结构,简装,暂无数据,无,暂无数据,2023-11-22,商品房,2000-09-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201123RBVPM
