总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
85.0,6504,新洲 阳逻 ,绿城桃李春风御园,4室2厅1厨2卫,低楼层 (共16层),130.69㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-12-09,商品房,2021-08-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220515TAciD
61.0,6329,新洲 阳逻 ,华发阳逻金茂逸墅二期,3室2厅1厨2卫,中楼层 (共16层),96.39㎡,平层,暂无数据,板楼,东南,混合结构,精装,两梯四户,有,暂无数据,2023-10-18,商品房,2021-03-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230806sgNqO
30.0,3454,新洲 阳逻 ,中建壹品新城,2室2厅1厨1卫,低楼层 (共15层),86.86㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,暂无数据,2023-06-02,商品房,2018-05-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220325Q8poF
90.0,5969,新洲 阳逻 三至四环,天琴湾,6室2厅1厨3卫,高楼层 (共11层),150.79㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,暂无数据,2023-04-04,商品房,2017-05-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2023041874ipt
50.0,4445,新洲 阳逻 ,湖滨花园,3室2厅1厨2卫,高楼层 (共6层),112.51㎡,平层,100.61㎡,塔楼,南,框架结构,精装,暂无数据,无,暂无数据,2023-09-26,商品房,2013-12-16,普通住宅,满五年,非共有,"
                                有抵押 9万元 邮政银行 业主自还
                              ",已上传房本照片,20201026yyJng
27.0,2731,新洲 阳逻 三至四环,御景长江,2室2厅1厨1卫,中楼层 (共31层),98.89㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯四户,有,暂无数据,2023-10-29,商品房,2020-08-31,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230329Eyd1O
28.5,3775,新洲 阳逻 三至四环,佳阳翠湖里,2室2厅1厨1卫,中楼层 (共31层),75.5㎡,平层,57.76㎡,塔楼,南,钢混结构,毛坯,两梯六户,有,暂无数据,2021-09-05,商品房,2018-12-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210906u9Suc
78.0,6551,新洲 阳逻 ,保利圆梦城十区,3室2厅1厨2卫,中楼层 (共28层),119.08㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-04,商品房,2021-06-09,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230428nubnt
39.0,3663,新洲 阳逻 ,佳运环湖花园,3室2厅1厨1卫,中楼层 (共7层),106.48㎡,平层,93.29㎡,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-21,商品房,2012-08-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240110Kc23l
37.0,3769,新洲 阳逻 四环外,洺悦华府,3室2厅1厨2卫,中楼层 (共34层),98.19㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-03-31,商品房,2023-04-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2023040182Mpw
43.0,3530,新洲 阳逻 ,金色水岸,3室2厅1厨2卫,中楼层 (共13层),121.83㎡,平层,104.76㎡,塔楼,南,钢混结构,简装,十二梯四户,有,暂无数据,2023-07-03,商品房,2014-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230629kUYT6
58.0,6128,新洲 阳逻 四环外,华发中城中央公园,3室2厅1厨2卫,中楼层 (共18层),94.66㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-02-24,商品房,2022-03-14,普通住宅,未满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,20230224OIWIi
50.0,5172,新洲 阳逻 三至四环,阳光新港中央花园城,3室1厅1厨1卫,中楼层 (共17层),96.68㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-12-13,商品房,2023-10-12,普通住宅,未满两年,非共有,"
                                有抵押 5万元 业主自还
                              ",已上传房本照片,20230619kVS6u
78.0,6951,新洲 阳逻 ,德雅三期大唐世家,3室2厅1厨2卫,中楼层 (共20层),112.23㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,2023-12-17,商品房,2022-01-13,普通住宅,满两年,共有,"
                                有抵押 3万元
                              ",已上传房本照片,20231217eu2I7
50.0,5472,新洲 阳逻 四环外,华发峰尚,3室2厅1厨1卫,高楼层 (共17层),91.38㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,2024-01-06,商品房,2021-06-29,普通住宅,满两年,非共有,"
                                有抵押 42万元 中国银行 金融公司垫资
                              ",已上传房本照片,20231122BJnMx
55.0,5203,新洲 阳逻 三至四环,天琴湾,3室2厅1厨1卫,低楼层 (共24层),105.72㎡,平层,暂无数据,板楼,南,混合结构,精装,九梯四户,有,暂无数据,2023-03-27,商品房,2016-10-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200805DfDsO	
65.0,5602,新洲 阳逻 三至四环,德雅国际城,3室2厅1厨2卫,低楼层 (共27层),116.05㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-12-28,商品房,2021-12-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2023122909Dy6
49.0,5904,新洲 阳逻 ,绿城桃李春风御园,3室2厅1厨1卫,中楼层 (共16层),83㎡,平层,68.01㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2022-08-29,商品房,2021-09-01,普通住宅,满两年,非共有,"
                                有抵押 35万元
                              ",已上传房本照片,20220905ud0Bc
27.0,5766,新洲 阳逻 三至四环,武汉SOHO,2室2厅1厨2卫,中楼层 (共18层),46.83㎡,复式,暂无数据,暂无数据,南,钢混结构,精装,两梯二十户,有,暂无数据,2023-12-21,商品房,2018-12-13,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210422jIY2F
31.0,3482,新洲 新洲其它 四环外,孔雀城航天府,3室2厅1厨1卫,低楼层 (共29层),89.03㎡,平层,暂无数据,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-22,商品房,2023-01-14,普通住宅,未满两年,非共有,"
                                有抵押 22万元
                              ",已上传房本照片,20230212ldawg
49.0,5258,新洲 阳逻 三至四环,当代阳逻满庭春MOMΛ,3室1厅1厨1卫,低楼层 (共32层),93.2㎡,平层,22.18㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2024-01-15,商品房,2021-03-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231221oDvBu
13.8,3442,新洲 阳逻 三至四环,武汉SOHO,1室1厅1厨1卫,低楼层 (共31层),40.1㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十四户,有,暂无数据,2024-01-10,商品房,2018-03-29,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240111yAacd
60.0,5092,新洲 阳逻 三至四环,阳光新港中央花园城,3室2厅1厨2卫,低楼层 (共18层),117.84㎡,平层,94.94㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-03,商品房,2016-01-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231215U3qxO
14.5,3417,新洲 阳逻 三至四环,武汉SOHO,1室1厅1厨1卫,中楼层 (共31层),42.44㎡,平层,暂无数据,板楼,北,钢混结构,简装,四梯二十四户,有,暂无数据,2023-12-28,商品房,2019-07-22,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231228ofF6a
65.0,5937,新洲 阳逻 三至四环,当代阳逻满庭春MOMΛ,3室2厅1厨1卫,低楼层 (共32层),109.5㎡,平层,85.45㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-22,商品房,2021-02-05,普通住宅,满两年,共有,"
                                有抵押 16万元 中行 客户偿还
                              ",已上传房本照片,20231123FXV9X
50.0,5853,新洲 阳逻 ,绿城桃李春风御园,3室2厅1厨1卫,低楼层 (共17层),85.43㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-15,商品房,2019-10-21,普通住宅,满两年,共有,"
                                有抵押 33.5万元 汉口银行 客户偿还
                              ",已上传房本照片,20231116odB64
48.6,6781,新洲 阳逻 ,保利圆梦城九区,2室2厅1厨1卫,低楼层 (共34层),71.68㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,暂无数据,2023-11-25,商品房,2018-09-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210927VAT7f
38.0,4305,新洲 阳逻 ,东城明珠,2室2厅1厨1卫,中楼层 (共17层),88.27㎡,平层,70.22㎡,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,2023-11-23,商品房,2011-09-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231123p5O0C
60.0,3768,新洲 阳逻 ,锦阳花园,4室1厅1厨2卫,高楼层 (共7层),159.27㎡,复式,144.86㎡,塔楼,南 北,混合结构,毛坯,暂无数据,无,暂无数据,2023-11-19,商品房,2012-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230407xxk0H
52.8,5649,新洲 阳逻 三至四环,欣隆湖滨半岛,3室2厅1厨1卫,高楼层 (共33层),93.48㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-15,商品房,2019-10-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202311155h1YR
70.0,5999,新洲 阳逻 ,保利圆梦城十区,3室2厅1厨2卫,低楼层 (共34层),116.69㎡,平层,88.28㎡,塔楼,南,钢混结构,毛坯,一梯四户,有,暂无数据,2023-11-15,商品房,2019-02-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231122HBpwR
55.0,3697,新洲 阳逻 三至四环,平江壹号,4室2厅1厨2卫,中楼层 (共23层),148.77㎡,平层,115.5㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-19,商品房,2016-01-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231120gKRUA
92.0,7690,新洲 阳逻 四环外,南德泊湖澜岸,3室1厅1厨2卫,低楼层 (共13层),119.65㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯三户,有,暂无数据,2023-11-24,商品房,2021-01-14,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210314U2Wes
39.8,3890,新洲 阳逻 ,莱茵城,3室2厅1厨1卫,高楼层 (共18层),102.33㎡,平层,83.42㎡,塔楼,西南,钢混结构,毛坯,两梯五户,有,暂无数据,2023-11-15,商品房,2019-06-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200522rqec0
56.0,3765,新洲 阳逻 三至四环,平江壹号,4室1厅1厨2卫,高楼层 (共23层),148.77㎡,平层,115.53㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-10-31,商品房,2012-12-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210613qA5b4
57.0,5939,新洲 阳逻 ,阳逻金茂逸墅,3室2厅1厨2卫,高楼层 (共16层),95.98㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-22,商品房,2021-03-11,普通住宅,满两年,非共有,"
                                有抵押 46万元 中国银行 金融公司垫资
                              ",已上传房本照片,20230526r1RCi
60.0,5504,新洲 阳逻 ,泊湖天下二期,3室1厅1厨2卫,高楼层 (共32层),109.03㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-02,商品房,2020-07-21,普通住宅,满两年,共有,"
                                有抵押 40万元
                              ",已上传房本照片,20201009xlYhX
55.0,6178,新洲 阳逻 ,保利圆梦城金玉苑,3室2厅1厨1卫,低楼层 (共33层),89.03㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯四户,有,暂无数据,2023-11-08,商品房,2017-11-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2023102462MP0
69.0,5185,新洲 阳逻 四环外,枫桦雅苑,3室2厅1厨2卫,低楼层 (共32层),133.08㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-11-02,商品房,2020-08-07,普通住宅,满两年,非共有,"
                                有抵押 30万元 建设银行
                              ",已上传房本照片,20231104o4tBk
70.0,5472,新洲 阳逻 ,中建壹品新城,3室2厅1厨2卫,低楼层 (共15层),127.93㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,暂无数据,2023-11-23,商品房,2020-04-01,普通住宅,满两年,共有,"
                                有抵押 26万元 业主自还
                              ",已上传房本照片,20231124MfGxt
85.0,6930,新洲 阳逻 三至四环,瀚华天地,3室2厅1厨2卫,高楼层 (共15层),122.67㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-11-01,商品房,2020-10-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102uouxT
51.0,4273,新洲 阳逻 ,风荷苑,3室2厅1厨1卫,中楼层 (共11层),119.37㎡,平层,95.14㎡,塔楼,南,混合结构,毛坯,一梯两户,有,暂无数据,2023-11-15,商品房,2016-08-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231114EfSNR
85.0,6239,新洲 阳逻 ,保利圆梦城十区,3室1厅1厨2卫,中楼层 (共24层),136.26㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-22,商品房,2018-11-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220118HGEuv
69.8,6118,新洲 阳逻 三至四环,保利圆梦城二区,3室2厅1厨2卫,中楼层 (共18层),114.09㎡,平层,92.25㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-31,商品房,2014-11-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231105YL3ea
79.0,6725,新洲 阳逻 ,绿城桃李春风御园,3室2厅1厨2卫,高楼层 (共16层),117.48㎡,平层,95.52㎡,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-11-07,商品房,2021-06-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
20210625a2Ilp "
73.0,6653,新洲 阳逻 ,华发阳逻金茂逸墅二期,3室2厅1厨2卫,中楼层 (共16层),109.73㎡,平层,88.03㎡,板楼,南,框架结构,精装,一梯四户,有,暂无数据,2023-10-30,商品房,2021-01-27,普通住宅,满两年,非共有,"
                                有抵押 38万元 中国银行 金融公司垫资
                              ",已上传房本照片,20231103nrhjd
40.0,3220,新洲 阳逻 ,佳运环湖花园,3室1厅1厨2卫,高楼层 (共7层),124.25㎡,平层,109.41㎡,塔楼,南,混合结构,毛坯,暂无数据,无,暂无数据,2023-11-04,商品房,2009-12-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2020010281OoK
52.0,4101,新洲 阳逻 ,中建壹品新城,3室2厅1厨2卫,高楼层 (共17层),126.81㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-10-30,商品房,2021-07-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231107YZbG4
70.0,6077,新洲 阳逻 三至四环,当代阳逻满庭春MOMΛ,3室1厅1厨2卫,低楼层 (共32层),115.2㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-06,商品房,2021-05-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210907GHLSH
55.0,5473,新洲 阳逻 ,香榭花都,3室2厅1厨1卫,中楼层 (共11层),100.5㎡,平层,暂无数据,板塔结合,南,混合结构,简装,两梯两户,有,暂无数据,2023-10-29,商品房,2017-07-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231111P3sHr
80.0,6374,新洲 阳逻 三至四环,德雅国际城,3室2厅1厨2卫,高楼层 (共30层),125.52㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,一梯三户,有,暂无数据,2023-11-02,商品房,2019-12-20,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230531UPQF8
63.0,6563,新洲 阳逻 ,红星天铂一期,3室2厅1厨2卫,中楼层 (共21层),96㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-11-18,商品房,2021-01-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231119cDBWq
50.0,4005,新洲 阳逻 三至四环,东方新天地,3室2厅1厨1卫,低楼层 (共10层),124.86㎡,平层,101.66㎡,板楼,南 北,钢混结构,其他,一梯两户,有,暂无数据,2023-11-23,商品房,2013-06-04,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20210305bvg27
60.0,3743,新洲 阳逻 ,佳运环湖花园,4室2厅2厨2卫,高楼层 (共6层),160.34㎡,平层,暂无数据,塔楼,南,钢混结构,其他,暂无数据,无,暂无数据,2023-11-25,商品房,2020-03-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200801xdHkm
42.0,4061,新洲 阳逻 ,枫清泊静,2室2厅1厨2卫,高楼层 (共12层),103.43㎡,平层,87.07㎡,板楼,南,钢混结构,毛坯,一梯三户,有,暂无数据,2023-11-19,商品房,2011-07-08,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,20231120Gyl1E
97.0,6880,新洲 阳逻 四环外,泊湖天下一期,4室2厅1厨2卫,高楼层 (共32层),140.99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-10-30,商品房,2021-05-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210612aJjBE
126.0,8943,新洲 阳逻 四环外,泊湖天下一期,4室2厅1厨2卫,高楼层 (共32层),140.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-08-16,商品房,2020-07-23,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20210707UIAYu
43.0,2404,新洲 阳逻 ,精致阳光嘉园,5室2厅1厨2卫,高楼层 (共7层),178.89㎡,复式,160.93㎡,板塔结合,南,混合结构,毛坯,暂无数据,无,暂无数据,2022-10-21,商品房,2010-02-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202009164U4DW
75.0,8518,新洲 阳逻 四环外,华发峰尚,3室1厅1厨1卫,中楼层 (共17层),88.05㎡,平层,暂无数据,板楼,南,框架结构,其他,两梯四户,有,暂无数据,2023-11-23,商品房,2021-11-23,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20231102HLeBT	
59.0,6346,新洲 阳逻 ,保利圆梦城九区,3室1厅1厨1卫,高楼层 (共24层),92.98㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-27,商品房,2020-08-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202008263EWQv
45.0,5288,新洲 阳逻 ,东城明珠,2室2厅1厨1卫,中楼层 (共11层),85.11㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,暂无数据,2023-11-25,商品房,2017-03-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231125KRYHV
42.0,4502,新洲 阳逻 三至四环,平江壹号,2室2厅1厨1卫,高楼层 (共24层),93.3㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2023-11-17,商品房,2020-09-14,普通住宅,满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20220305xodmG
30.0,3144,新洲 阳逻 ,外环花园,2室2厅1厨1卫,高楼层 (共6层),95.43㎡,平层,84.93㎡,板楼,东南,混合结构,毛坯,暂无数据,无,暂无数据,2023-11-13,商品房,2017-09-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200101GkmDp
47.0,5088,新洲 阳逻 ,香榭花都,2室2厅1厨1卫,中楼层 (共11层),92.38㎡,平层,75.09㎡,板塔结合,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-11-15,商品房,2016-11-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231021jZHFm
37.0,9391,新洲 阳逻 四环外,南德泊湖澜岸,2室2厅1厨1卫,低楼层 (共6层),39.4㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,四梯二十五户,有,暂无数据,2023-11-23,商品房,2021-09-01,商住两用,满两年,非共有,"
                                有抵押 6万元 农商 业主自还
                              ",已上传房本照片,20210915EukK4
36.0,5814,新洲 阳逻 三至四环,阳光新港中央花园城,1室2厅1厨1卫,低楼层 (共18层),61.93㎡,平层,49.18㎡,板楼,东 南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-18,商品房,2019-10-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231118jtaWD
73.0,6135,新洲 阳逻 四环外,阳逻金茂悦,4室2厅1厨2卫,低楼层 (共16层),119㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-22,商品房,2022-08-26,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202208251A7Gi
50.0,4272,新洲 阳逻 ,阳光明珠,3室2厅1厨2卫,中楼层 (共7层),117.06㎡,平层,102.03㎡,板塔结合,南,混合结构,精装,一梯两户,有,暂无数据,2023-11-24,商品房,2019-05-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230611nXwFw
38.0,3439,新洲 阳逻 ,天益华庭,3室2厅1厨2卫,中楼层 (共6层),110.51㎡,平层,97.76㎡,塔楼,南,框架结构,简装,暂无数据,暂无数据,暂无数据,2023-11-11,商品房,2013-09-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202311110sIul
68.0,6902,新洲 阳逻 三至四环,保利圆梦城二区,3室2厅1厨2卫,高楼层 (共18层),98.53㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2023-11-18,商品房,2020-07-06,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20200730WNsZi
55.0,6112,新洲 阳逻 ,保利圆梦城十区,3室2厅1厨1卫,高楼层 (共28层),89.99㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-02,商品房,2020-07-14,普通住宅,满两年,非共有,"
                                有抵押 24万元
                              ",已上传房本照片,20231102uuQxf
68.0,6236,新洲 阳逻 四环外,新力金沙湾,3室2厅1厨2卫,低楼层 (共34层),109.05㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,暂无数据,2023-11-24,商品房,2023-11-21,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231124tsMV3
65.0,5541,新洲 阳逻 ,佳运环湖花园,3室1厅1厨2卫,中楼层 (共6层),117.31㎡,平层,103.81㎡,塔楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-11-07,商品房,2011-12-27,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,20211019tXiLS
81.0,7410,新洲 阳逻 ,华发阳逻金茂逸墅二期,3室2厅1厨2卫,高楼层 (共16层),109.32㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-11-01,商品房,2021-04-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231101JS3L8 
